completionCode,trialNum,itemNum,condition,Value,sentence,rating
CO420207,23,205,gram,oldukça iyi,Düğün günü koşturmaca arasında yaşlı ve yatalak dedesi ile de vedalaştı.,6
CO420207,25,208,gram,oldukça iyi,Metin severek kullandığı kırmızı ve kalın atkıyı geçenlerde kaybetmiş.,6
CO420207,26,211,gram,oldukça iyi,Belma mağazadaki parlak ve taşlı süslemeleri biraz demode buldu.,6
CO420207,28,102,ungram,oldukça kötü,Ahmet'in uskumruyu pişirmesi%2C Mehmet'in de ıstakozu duydum.,1
CO420207,29,224,gram,iyi,Yeni binadaki camlı ve ferah ofis her zaman çok temiz.,5
CO420207,31,237,gram,oldukça iyi,Bilge alışveriş sitesinden değişim için ödeme fişi ve makbuzu isteyecek.,6
CO420207,32,238,gram,oldukça iyi,Leyla yıkama ve kurutma makinasının önündeki sırayı görünce geri döndü.,6
CO420207,34,232,gram,iyi,Doktorlar ağız ve burun ile alınan mikropların tehlikeli olduğunu belirtiyor.,5
CO420207,35,229,gram,oldukça iyi,Zeynep balo günü saç ve makyaj için yeni açılan kuaföre gitmiş.,6
CO420207,37,124,ungram,oldukça kötü,Sekreter kimsenin aradığını çoktan biliyordu.,1
CO420207,38,236,gram,iyi,Ali'nin partide giydiği pantolon ve ceket henüz temizlenmemiş.,5
CO420207,40,110,ungram,oldukça kötü,Mühendisler herkese birbirlerinin işten attıklarını anlattılar.,1
CO420207,41,216,gram,iyi,Osman doktordan ve hemşireden bir haber alabilmek için saatlerce bekledi.,5
CO420207,43,101,ungram,kötü,Bugünkü yarışı kazanmak dostum Hasan çok istiyor.,2
CO420207,44,210,gram,iyi,Kemal gazetecilerle ve yazarlarla yaptığı toplantıda önemli bilgiler paylaşmış.,5
CO420207,46,121,ungram,kötü,Yeni işe başlaması beri her sabah heyecanla uyanıyor.,2
CO420207,47,122,ungram,kötü,Geçen ay egzersiz yapıp sonra pes ettiğimdir.,2
CO420207,49,209,gram,oldukça iyi,Sevda beslenme çantasındaki elmayı ve armutu çürüyene kadar bekletmiş.,6
CO420207,50,104,ungram,iyi sayılır,Metin yeni çıkan romanı ve gazete okudu.,4
CO420207,52,234,gram,iyi sayılır,Derya geçen ay peşinat ve depozito ödemeden yeni bir ev kiralamış.,4
CO420207,53,118,ungram,kötü,Kahve zammı sonrası öğrenciler çaya yönelmek şaşırtıcı oldu.,2
CO420207,55,221,gram,oldukça iyi,Tamir çantasındaki araç ve gereçler doğru düzgün çalışmıyor.,6
CO420207,56,119,ungram,iyi sayılır,Geminin limana yanaşmak için yavaşlamalıyım.,4
CO420207,58,108,ungram,kötü sayılır,Binalar yapılmaya yeni başlayan çalışanlar tarafından başlandı.,3
CO420207,59,120,ungram,iyi sayılır,Arkadaşım uzun bir kahvaltı yapmayı ve dışarı çıkmak istedi.,4
CO420207,61,235,gram,oldukça iyi,Nejla çizim ve boyama öğrenmek için yeni bir kursa kaydoldu.,6
CO420207,62,117,ungram,iyi sayılır,Mimarın tecrübeli olması herkesin işini daha kolaydı.,4
CO420207,64,217,gram,oldukça iyi,Tamirci oldukça ağır fırını ve buzdolabını işyerine taşımak zorunda kaldı.,6
CO420207,65,206,gram,oldukça iyi,Çalışma masasındaki kitapları ve defterleri her zaman düzenli bırakır.,6
CO420207,67,226,gram,oldukça iyi,Yeni eve kışlık ve kalın yorgan almak için biraz daha bekleyeceklermiş.,6
CO420207,68,114,ungram,iyi sayılır,Ziyaretçiye göre kendisine tanınan sürenin belirlendiği biliyordu.,4
CO420207,70,230,gram,oldukça iyi,Melek uzun ve molasız otobüs yolcukluklarını pek tercih etmediğini söyledi.,6
CO420207,71,227,gram,oldukça iyi,Ayşe dikiş kutusunda iğne ve iplik kalmadığını daha yeni fark etti.,6
CO420207,73,240,gram,iyi,Pelin bu dönemi hiç ödev ve sınav kaçırmadan tamamladı.,5
CO420207,74,204,gram,oldukça iyi,Yeni düzenlemeler vatandaşları ve bakanları pek mutlu etmedi.,6
CO420207,76,201,gram,oldukça iyi,Doğum günü partisine arkadaşlarını ve akrabalarını çağırdılar.,6
CO420207,77,225,gram,oldukça iyi,Kamp alanına soğuk ve gazlı içecek götürmemize gerek yokmuş.,6
CO420207,79,219,gram,iyi,Toplantı boyunca müdürlerde ve öğretmenlerde gergin bir hava vardı.,5
CO420207,80,106,ungram,kötü,Fazla içmiş senin gibi göründüğünün farkında değilsin anlaşılan.,2
CO420207,82,203,gram,oldukça iyi,Piknik alanına yüksek ve zorlu tepeleri aşarak varmamız gerekti.,6
CO420207,83,113,ungram,kötü sayılır,Kameramanın görüntüleri sosyal medyaya yüklemiş mi diye duydum.,3
CO420207,85,222,gram,oldukça iyi,Kantindeki çay ve kahve fiyatlarına felaket bir zam yapılmış.,6
CO420207,86,233,gram,iyi,Stilist mankenlerin çoğuna sırt ve bacak dekoltesini yakıştırıyor.,5
CO420207,88,220,gram,oldukça iyi,Umut son olaylardan sonra saygılı ve ileri görüşlü velilerden bu tepkiyi beklemiyordu.,6
CO420207,89,231,gram,iyi,Zehra yeni evi için annesiyle çaydanlık ve tava seti almaya gitti.,5
CO420207,91,103,ungram,kötü,Yarışmada ödül aldı kadar mutlu bir kızdı.,2
CO420207,92,214,gram,iyi sayılır,Cem tavuklara ve horozlara yeni satılan pahalı yemden almış.,4
CO420207,94,115,ungram,kötü,Kütüphaneciden öğrenciye çalışma salonunda sabahladığını duyuldu.,2
CO420207,95,213,gram,iyi sayılır,Selin televizyona ve tablete internet bağlamakta sorun yaşıyor.,4
CO339043,1,108,ungram,iyi sayılır,Binalar yapılmaya yeni başlayan çalışanlar tarafından başlandı.,4
CO339043,3,122,ungram,oldukça kötü,Geçen ay egzersiz yapıp sonra pes ettiğimdir.,1
CO339043,4,235,gram,iyi,Nejla çizim ve boyama öğrenmek için yeni bir kursa kaydoldu.,5
CO339043,6,116,ungram,iyi,Yavaş Hasan'ın konuşması rahatsız etmiş herkesi.,5
CO339043,7,215,gram,iyi,Deniz papatyalardan ve lalerden renkli bir buket yaptırmış.,5
CO339043,9,239,gram,iyi,Murat yemekhanedeki ıspanak ve pırasa yemeklerinden nefret ediyor.,5
CO339043,10,213,gram,iyi sayılır,Selin televizyona ve tablete internet bağlamakta sorun yaşıyor.,4
CO339043,12,118,ungram,oldukça kötü,Kahve zammı sonrası öğrenciler çaya yönelmek şaşırtıcı oldu.,1
CO339043,13,111,ungram,kötü,Zabıtalar işportacının ceza aldıklarına duydu.,2
CO339043,15,231,gram,iyi sayılır,Zehra yeni evi için annesiyle çaydanlık ve tava seti almaya gitti.,4
CO339043,16,103,ungram,oldukça kötü,Yarışmada ödül aldı kadar mutlu bir kızdı.,1
CO339043,18,220,gram,kötü,Umut son olaylardan sonra saygılı ve ileri görüşlü velilerden bu tepkiyi beklemiyordu.,2
CO339043,19,240,gram,oldukça iyi,Pelin bu dönemi hiç ödev ve sınav kaçırmadan tamamladı.,6
CO339043,21,234,gram,oldukça iyi,Derya geçen ay peşinat ve depozito ödemeden yeni bir ev kiralamış.,6
CO339043,22,237,gram,iyi,Bilge alışveriş sitesinden değişim için ödeme fişi ve makbuzu isteyecek.,5
CO339043,24,208,gram,iyi,Metin severek kullandığı kırmızı ve kalın atkıyı geçenlerde kaybetmiş.,5
CO339043,25,225,gram,oldukça iyi,Kamp alanına soğuk ve gazlı içecek götürmemize gerek yokmuş.,6
CO339043,27,205,gram,kötü,Düğün günü koşturmaca arasında yaşlı ve yatalak dedesi ile de vedalaştı.,2
CO339043,28,224,gram,oldukça iyi,Yeni binadaki camlı ve ferah ofis her zaman çok temiz.,6
CO339043,30,202,gram,kötü,Hediye çekiyle çocuklara ve yaşlılara yeni birer ayakkabı alındı.,2
CO339043,31,121,ungram,oldukça kötü,Yeni işe başlaması beri her sabah heyecanla uyanıyor.,1
CO339043,33,216,gram,kötü sayılır,Osman doktordan ve hemşireden bir haber alabilmek için saatlerce bekledi.,3
CO339043,34,123,ungram,oldukça kötü,Kimse doktor geldiğinde zaten şaşırdı.,1
CO339043,36,222,gram,iyi,Kantindeki çay ve kahve fiyatlarına felaket bir zam yapılmış.,5
CO339043,37,228,gram,oldukça iyi,Lisedeki matematik ve kimya dersleri herkesin korkulu rüyasıydı.,6
CO339043,39,223,gram,oldukça iyi,Kahvaltı sofrasına sıcak ve taze ekmek olmadan oturulmaz.,6
CO339043,40,214,gram,iyi sayılır,Cem tavuklara ve horozlara yeni satılan pahalı yemden almış.,4
CO339043,42,238,gram,kötü sayılır,Leyla yıkama ve kurutma makinasının önündeki sırayı görünce geri döndü.,3
CO339043,43,226,gram,oldukça iyi,Yeni eve kışlık ve kalın yorgan almak için biraz daha bekleyeceklermiş.,6
CO339043,45,212,gram,oldukça iyi,Mesut çiftlikteki koyunları ve inekleri her gün tek tek sayıyor.,6
CO339043,46,203,gram,oldukça iyi,Piknik alanına yüksek ve zorlu tepeleri aşarak varmamız gerekti.,6
CO339043,48,219,gram,oldukça iyi,Toplantı boyunca müdürlerde ve öğretmenlerde gergin bir hava vardı.,6
CO339043,49,109,ungram,oldukça kötü,Çiçek veren adamın öldüğü kadına tanıyordum.,1
CO339043,51,209,gram,oldukça iyi,Sevda beslenme çantasındaki elmayı ve armutu çürüyene kadar bekletmiş.,6
CO339043,52,204,gram,oldukça iyi,Yeni düzenlemeler vatandaşları ve bakanları pek mutlu etmedi.,6
CO339043,54,229,gram,oldukça iyi,Zeynep balo günü saç ve makyaj için yeni açılan kuaföre gitmiş.,6
CO339043,55,201,gram,oldukça iyi,Doğum günü partisine arkadaşlarını ve akrabalarını çağırdılar.,6
CO339043,57,221,gram,oldukça iyi,Tamir çantasındaki araç ve gereçler doğru düzgün çalışmıyor.,6
CO339043,58,227,gram,oldukça iyi,Ayşe dikiş kutusunda iğne ve iplik kalmadığını daha yeni fark etti.,6
CO339043,60,217,gram,oldukça iyi,Tamirci oldukça ağır fırını ve buzdolabını işyerine taşımak zorunda kaldı.,6
CO339043,61,112,ungram,oldukça kötü,Veliler için öğretmeni suçlamak kolay olduğunu düşünüyorlar.,1
CO339043,63,211,gram,oldukça iyi,Belma mağazadaki parlak ve taşlı süslemeleri biraz demode buldu.,6
CO339043,64,124,ungram,oldukça kötü,Sekreter kimsenin aradığını çoktan biliyordu.,1
CO339043,66,106,ungram,kötü sayılır,Fazla içmiş senin gibi göründüğünün farkında değilsin anlaşılan.,3
CO339043,67,233,gram,iyi,Stilist mankenlerin çoğuna sırt ve bacak dekoltesini yakıştırıyor.,5
CO339043,69,207,gram,oldukça iyi,Alışveriş merkezinde gördüğü pahalı ayakkabıya ve çantaya bayılmış.,6
CO339043,70,210,gram,oldukça iyi,Kemal gazetecilerle ve yazarlarla yaptığı toplantıda önemli bilgiler paylaşmış.,6
CO339043,72,101,ungram,kötü,Bugünkü yarışı kazanmak dostum Hasan çok istiyor.,2
CO339043,73,115,ungram,oldukça kötü,Kütüphaneciden öğrenciye çalışma salonunda sabahladığını duyuldu.,1
CO339043,75,105,ungram,oldukça kötü,Mehmet Ayça'ya dün akşam dedi ki birbirini işe alacak.,1
CO339043,76,236,gram,oldukça iyi,Ali'nin partide giydiği pantolon ve ceket henüz temizlenmemiş.,6
CO339043,78,232,gram,oldukça iyi,Doktorlar ağız ve burun ile alınan mikropların tehlikeli olduğunu belirtiyor.,6
CO339043,79,102,ungram,oldukça kötü,Ahmet'in uskumruyu pişirmesi%2C Mehmet'in de ıstakozu duydum.,1
CO339043,81,104,ungram,kötü,Metin yeni çıkan romanı ve gazete okudu.,2
CO339043,82,110,ungram,oldukça kötü,Mühendisler herkese birbirlerinin işten attıklarını anlattılar.,1
CO339043,84,117,ungram,oldukça kötü,Mimarın tecrübeli olması herkesin işini daha kolaydı.,1
CO339043,85,120,ungram,kötü,Arkadaşım uzun bir kahvaltı yapmayı ve dışarı çıkmak istedi.,2
CO339043,87,107,ungram,kötü,Bu işyeri yıllarca büyük emekler verip çalıştığımdır.,2
CO339043,88,119,ungram,oldukça kötü,Geminin limana yanaşmak için yavaşlamalıyım.,1
CO339043,90,113,ungram,oldukça kötü,Kameramanın görüntüleri sosyal medyaya yüklemiş mi diye duydum.,1
CO339043,91,230,gram,oldukça iyi,Melek uzun ve molasız otobüs yolcukluklarını pek tercih etmediğini söyledi.,6
CO339043,93,218,gram,oldukça iyi,Yolcular kaptandan ve mürettebattan bir istekte bulunmaya çekiniyor.,6
CO339043,94,206,gram,oldukça iyi,Çalışma masasındaki kitapları ve defterleri her zaman düzenli bırakır.,6
CO339043,96,114,ungram,kötü sayılır,Ziyaretçiye göre kendisine tanınan sürenin belirlendiği biliyordu.,3
CO970457,1,240,gram,iyi sayılır,Pelin bu dönemi hiç ödev ve sınav kaçırmadan tamamladı.,4
CO970457,3,206,gram,oldukça iyi,Çalışma masasındaki kitapları ve defterleri her zaman düzenli bırakır.,6
CO970457,4,111,ungram,kötü,Zabıtalar işportacının ceza aldıklarına duydu.,2
CO970457,6,210,gram,iyi,Kemal gazetecilerle ve yazarlarla yaptığı toplantıda önemli bilgiler paylaşmış.,5
CO970457,7,235,gram,oldukça iyi,Nejla çizim ve boyama öğrenmek için yeni bir kursa kaydoldu.,6
CO970457,9,234,gram,iyi,Derya geçen ay peşinat ve depozito ödemeden yeni bir ev kiralamış.,5
CO970457,10,220,gram,oldukça iyi,Umut son olaylardan sonra saygılı ve ileri görüşlü velilerden bu tepkiyi beklemiyordu.,6
CO970457,12,107,ungram,kötü,Bu işyeri yıllarca büyük emekler verip çalıştığımdır.,2
CO970457,13,214,gram,iyi,Cem tavuklara ve horozlara yeni satılan pahalı yemden almış.,5
CO970457,15,114,ungram,iyi,Ziyaretçiye göre kendisine tanınan sürenin belirlendiği biliyordu.,5
CO970457,16,224,gram,iyi,Yeni binadaki camlı ve ferah ofis her zaman çok temiz.,5
CO970457,18,121,ungram,kötü,Yeni işe başlaması beri her sabah heyecanla uyanıyor.,2
CO970457,19,120,ungram,iyi sayılır,Arkadaşım uzun bir kahvaltı yapmayı ve dışarı çıkmak istedi.,4
CO970457,21,112,ungram,iyi sayılır,Veliler için öğretmeni suçlamak kolay olduğunu düşünüyorlar.,4
CO970457,22,118,ungram,kötü sayılır,Kahve zammı sonrası öğrenciler çaya yönelmek şaşırtıcı oldu.,3
CO970457,24,217,gram,iyi,Tamirci oldukça ağır fırını ve buzdolabını işyerine taşımak zorunda kaldı.,5
CO970457,25,116,ungram,oldukça iyi,Yavaş Hasan'ın konuşması rahatsız etmiş herkesi.,6
CO970457,27,232,gram,oldukça iyi,Doktorlar ağız ve burun ile alınan mikropların tehlikeli olduğunu belirtiyor.,6
CO970457,28,215,gram,iyi,Deniz papatyalardan ve lalerden renkli bir buket yaptırmış.,5
CO970457,30,201,gram,iyi,Doğum günü partisine arkadaşlarını ve akrabalarını çağırdılar.,5
CO970457,31,222,gram,oldukça iyi,Kantindeki çay ve kahve fiyatlarına felaket bir zam yapılmış.,6
CO970457,33,218,gram,iyi,Yolcular kaptandan ve mürettebattan bir istekte bulunmaya çekiniyor.,5
CO970457,34,216,gram,oldukça iyi,Osman doktordan ve hemşireden bir haber alabilmek için saatlerce bekledi.,6
CO970457,36,229,gram,oldukça iyi,Zeynep balo günü saç ve makyaj için yeni açılan kuaföre gitmiş.,6
CO970457,37,208,gram,iyi,Metin severek kullandığı kırmızı ve kalın atkıyı geçenlerde kaybetmiş.,5
CO970457,39,226,gram,iyi sayılır,Yeni eve kışlık ve kalın yorgan almak için biraz daha bekleyeceklermiş.,4
CO970457,40,110,ungram,kötü,Mühendisler herkese birbirlerinin işten attıklarını anlattılar.,2
CO970457,42,202,gram,oldukça iyi,Hediye çekiyle çocuklara ve yaşlılara yeni birer ayakkabı alındı.,6
CO970457,43,109,ungram,kötü,Çiçek veren adamın öldüğü kadına tanıyordum.,2
CO970457,45,225,gram,oldukça iyi,Kamp alanına soğuk ve gazlı içecek götürmemize gerek yokmuş.,6
CO970457,46,205,gram,iyi,Düğün günü koşturmaca arasında yaşlı ve yatalak dedesi ile de vedalaştı.,5
CO970457,48,119,ungram,oldukça kötü,Geminin limana yanaşmak için yavaşlamalıyım.,1
CO970457,49,207,gram,iyi sayılır,Alışveriş merkezinde gördüğü pahalı ayakkabıya ve çantaya bayılmış.,4
CO970457,51,124,ungram,oldukça kötü,Sekreter kimsenin aradığını çoktan biliyordu.,1
CO970457,52,204,gram,iyi sayılır,Yeni düzenlemeler vatandaşları ve bakanları pek mutlu etmedi.,4
CO970457,54,212,gram,iyi sayılır,Mesut çiftlikteki koyunları ve inekleri her gün tek tek sayıyor.,4
CO970457,55,211,gram,oldukça iyi,Belma mağazadaki parlak ve taşlı süslemeleri biraz demode buldu.,6
CO970457,57,102,ungram,kötü,Ahmet'in uskumruyu pişirmesi%2C Mehmet'in de ıstakozu duydum.,2
CO970457,58,219,gram,iyi,Toplantı boyunca müdürlerde ve öğretmenlerde gergin bir hava vardı.,5
CO970457,60,239,gram,oldukça iyi,Murat yemekhanedeki ıspanak ve pırasa yemeklerinden nefret ediyor.,6
CO970457,61,113,ungram,kötü,Kameramanın görüntüleri sosyal medyaya yüklemiş mi diye duydum.,2
CO970457,63,228,gram,oldukça iyi,Lisedeki matematik ve kimya dersleri herkesin korkulu rüyasıydı.,6
CO970457,64,123,ungram,oldukça kötü,Kimse doktor geldiğinde zaten şaşırdı.,1
CO970457,66,209,gram,iyi sayılır,Sevda beslenme çantasındaki elmayı ve armutu çürüyene kadar bekletmiş.,4
CO970457,67,103,ungram,oldukça kötü,Yarışmada ödül aldı kadar mutlu bir kızdı.,1
CO970457,69,105,ungram,kötü sayılır,Mehmet Ayça'ya dün akşam dedi ki birbirini işe alacak.,3
CO970457,70,221,gram,iyi,Tamir çantasındaki araç ve gereçler doğru düzgün çalışmıyor.,5
CO970457,72,236,gram,oldukça iyi,Ali'nin partide giydiği pantolon ve ceket henüz temizlenmemiş.,6
CO970457,73,106,ungram,kötü sayılır,Fazla içmiş senin gibi göründüğünün farkında değilsin anlaşılan.,3
CO970457,75,108,ungram,kötü sayılır,Binalar yapılmaya yeni başlayan çalışanlar tarafından başlandı.,3
CO970457,76,223,gram,oldukça iyi,Kahvaltı sofrasına sıcak ve taze ekmek olmadan oturulmaz.,6
CO970457,78,233,gram,oldukça iyi,Stilist mankenlerin çoğuna sırt ve bacak dekoltesini yakıştırıyor.,6
CO970457,79,227,gram,oldukça iyi,Ayşe dikiş kutusunda iğne ve iplik kalmadığını daha yeni fark etti.,6
CO970457,81,122,ungram,kötü sayılır,Geçen ay egzersiz yapıp sonra pes ettiğimdir.,3
CO970457,82,231,gram,oldukça iyi,Zehra yeni evi için annesiyle çaydanlık ve tava seti almaya gitti.,6
CO970457,84,213,gram,oldukça iyi,Selin televizyona ve tablete internet bağlamakta sorun yaşıyor.,6
CO970457,85,115,ungram,kötü,Kütüphaneciden öğrenciye çalışma salonunda sabahladığını duyuldu.,2
CO970457,87,238,gram,oldukça iyi,Leyla yıkama ve kurutma makinasının önündeki sırayı görünce geri döndü.,6
CO970457,88,203,gram,oldukça iyi,Piknik alanına yüksek ve zorlu tepeleri aşarak varmamız gerekti.,6
CO970457,90,104,ungram,kötü sayılır,Metin yeni çıkan romanı ve gazete okudu.,3
CO970457,91,230,gram,iyi sayılır,Melek uzun ve molasız otobüs yolcukluklarını pek tercih etmediğini söyledi.,4
CO970457,93,237,gram,iyi,Bilge alışveriş sitesinden değişim için ödeme fişi ve makbuzu isteyecek.,5
CO970457,94,117,ungram,kötü sayılır,Mimarın tecrübeli olması herkesin işini daha kolaydı.,3
CO970457,96,101,ungram,kötü sayılır,Bugünkü yarışı kazanmak dostum Hasan çok istiyor.,3
CO937903,1,119,ungram,kötü sayılır,Geminin limana yanaşmak için yavaşlamalıyım.,3
CO937903,2,105,ungram,iyi sayılır,Mehmet Ayça'ya dün akşam dedi ki birbirini işe alacak.,4
CO937903,4,236,gram,iyi,Ali'nin partide giydiği pantolon ve ceket henüz temizlenmemiş.,5
CO937903,5,235,gram,oldukça iyi,Nejla çizim ve boyama öğrenmek için yeni bir kursa kaydoldu.,6
CO937903,7,205,gram,oldukça iyi,Düğün günü koşturmaca arasında yaşlı ve yatalak dedesi ile de vedalaştı.,6
CO937903,8,108,ungram,iyi sayılır,Binalar yapılmaya yeni başlayan çalışanlar tarafından başlandı.,4
